0,1,2,3,4,5
0.0,0.0,0.0,165.0,-150.0,1.7182188138221077
0.0,0.0,0.0,-222.0,392.0,-0.11601962713140024
0.0,0.0,0.0,47.0,-138.0,1.2291236800083412
0.0,0.0,0.0,-210.0,-404.0,0.9224837377661381
0.0,0.0,0.0,215.0,-372.0,-0.058834696825578625
0.0,0.0,0.0,217.0,-488.0,1.7140433947153588
0.0,0.0,0.0,230.0,-437.0,0.9235465100363136
0.0,0.0,0.0,-331.0,40.0,0.7757497725087719
0.0,0.0,0.0,-326.0,-34.0,2.0478563386859836
0.0,0.0,0.0,230.0,84.0,-3.268865154651044
0.0,0.0,0.0,673.0,-13.0,0.5533697240161111
0.0,0.0,0.0,254.0,554.0,-2.7828771011801257
0.0,0.0,0.0,239.0,355.0,0.8429786476898069
0.0,0.0,0.0,-164.0,446.0,-2.7755878938588805
0.0,0.0,0.0,-202.0,-79.0,-2.9284286792987784
0.0,0.0,0.0,-186.0,304.0,-2.5850781556777607
0.0,0.0,0.0,-354.0,-454.0,-0.4074231797367327
0.0,0.0,0.0,70.0,541.0,-2.1865919202648416
0.0,0.0,0.0,628.0,268.0,-5.345340381739589
0.0,0.0,0.0,149.0,513.0,1.2772320423945485
-0.4854565175834225,-0.3970533495313024,3.490658503988659,165.01618188391944,-149.98676488834894,1.6020489883333435
-32.641342352070424,44.645377209623256,-0.41361426774666893,-220.91195525493097,390.5118207596792,-0.1031876621288843
-1.0499665553332727,-0.8317219624828164,3.490658503988659,47.03499888517777,-137.97227593458393,1.1133456454492583
-7.033617598526398,-1.1997609752515461,3.2886886912006434,-209.76554608004915,-403.9600079674916,0.8136940554903078
34.309107220449945,-52.03833233000366,-0.20974787324603314,213.85636309265166,-370.26538892233316,-0.0524173229365994
-0.995808832610456,-0.28114603464437066,3.490658503988659,217.0331936277537,-487.9906284655118,1.5978159490311805
-3.160383448884105,-6.729329064060491,3.292477513705755,230.1053461149628,-436.775689031198,0.8145984017819812
-5.450141603962325,6.812078502581091,2.765576670466827,-330.8183286132013,39.77293071658062,0.6847869329093927
0.12346443531686215,0.3153775455975995,3.490658503988659,-326.0041154811772,-34.010512584853245,1.9315622487621333
-0.02201186159703565,-0.011388062737939323,-3.490658503988659,230.0007337287199,84.00037960209124,-3.152509014720126
18.652124459502538,-12.026172146626031,1.972783561292399,672.3782625180165,-12.599127595112463,0.4887676141886459
-0.05151741425919517,-0.05118834706638629,-3.490658503988659,254.00171724714198,554.0017062782356,-2.6665246066840496
8.366794619109836,1.1388026281575498,3.005250100445557,238.72110684602967,354.96203991239474,0.7437866125338852
-0.0008888405310949566,-0.0651700507070567,-3.490658503988659,-163.9999703719823,446.00217233502354,-2.6592358827951674
0.02745160572061912,0.004419903609716103,-3.490658503988659,-202.000915053524,-79.00014733012029,-2.81207520381161
-0.0006712881795089985,-0.0903097382222757,-3.490658503988659,-185.99997762372735,304.00301032460743,-2.4687317960081923
-7.547342898071993,-28.97223860110593,-1.4524787255088496,-353.7484219033976,-453.0342587132965,-0.36038538003740506
-0.27747600969275166,-0.14697767081934576,-3.490658503988659,70.0092492003231,541.004899255694,-2.0702679611517127
7.218176426468969,-4.272918879387978,-3.490658503988659,627.7593941191177,268.1424306293129,-5.228324434376248
3.1472881098281262,0.03428586573716875,3.490658503988659,148.89509039633907,512.9988571378087,1.1612527931023997
-1.0715570441072808,-1.0028925131369033,3.490658503988659,165.05190045205634,-149.95333513791104,1.4860383055465922
-64.7462199960257,89.89045550494326,-0.4310235476319753,-218.7537479217301,387.51547224284775,-0.09016763178451459
-2.320648378263983,-2.104852721636843,2.103913035025002,47.11235383111989,-137.90211417719604,1.044242484773224
-16.064230250677348,-3.7857584048841715,1.28670054143784,-209.23007173835992,-403.8338160206621,0.7722227181325048
72.51213455043951,-110.8999834884923,-0.22952099931537417,211.43929194097035,-366.5687228060501,-0.04564423517439753
-2.2811828595244408,-0.8118865509265631,3.490658503988659,217.1092330564045,-487.9635655804809,1.4816981028956095
-6.323379399060634,-15.994423079581228,1.2848431160102942,230.31612542826483,-436.24254159521195,0.7731344768902098
-13.065829210559091,14.708294703097057,1.3985963482895198,-330.3828009728493,39.282654226477405,0.6401725982326045
0.239094919670867,0.755788627298944,3.490658503988659,-326.0120853118329,-34.03570553909657,1.8153242055322527
-0.03924759422678811,-0.01789642648705739,-3.490658503988659,230.0020419818608,84.00097614964079,-3.036153248412898
41.3287981526588,-24.599545801263417,1.3339284398042142,671.0006359129279,-11.779142735070351,0.4460953821497684
-0.12831443486387234,-0.11151048392413596,-3.490658503988659,254.00599439497077,554.0054232943663,-2.550175603811443
18.909619887872083,3.6720347453549103,1.360358015815498,238.0907861831006,354.83963875421625,0.7000802270254448
-0.012250913231464966,-0.15207056263491014,-3.490658503988659,-163.99956200820793,446.00724135377806,-2.542887938934906
0.06480598599679747,0.006037093051324662,-3.490658503988659,-202.00307525305726,-79.00034856655532,-2.6957245430914716
-0.015667757396749887,-0.210818225399464,-3.490658503988659,-185.99945536514747,304.0100375987874,-2.3523951315329197
-17.516279970291592,-60.75477416840313,-1.152887041430969,-353.1645459043879,-451.00909957434976,-0.32401990871051645
-0.6709638953409216,-0.2999306892954283,-3.490658503988659,70.0316146635011,541.0148969453371,-1.9539736274780968
12.142730920999327,-8.028737584900165,-3.490658503988659,627.354636421751,268.41005521547623,-5.1111117363955545
7.338174198506497,0.5711344021893087,2.271582778484263,148.65048458972217,512.9798193244025,1.0862052860673823
-1.7587877514820218,-1.9025469953697622,3.4482673474812167,165.11052671043907,-149.88991690473205,1.371651946593703
-94.34939906298283,133.10805679543006,-0.3928713417877383,-215.608767952964,383.0785370163334,-0.07871946779140648
-3.7234542305572513,-3.723559189594472,3.241753405451125,47.236468972138454,-137.7779955375429,0.9376907965358354
-25.865714828994577,-7.063518629504118,2.6977444762036624,-208.36788124406007,-403.59836539967864,0.6842772332970086
106.12141617494005,-163.7231018518424,-0.2133130299831167,207.90191140180568,-361.11128607765534,-0.03958972420215989
-3.912316252922344,-1.720391387020289,3.4308095134382866,217.23964359816858,-487.9062192009136,1.3677205870726907
-9.35214264024188,-26.32555650042586,2.700688417822665,230.6278635162729,-435.36502304519774,0.6850142195514364
-21.903540833972812,23.036617970256238,2.193331986545,-329.6526829450502,38.514766960802206,0.5698363633520294
0.32467627038577423,1.3617411738529204,3.490658503988659,-326.0229078541791,-34.08109691155835,1.6991635860427217
-0.0619846961013201,-0.023573130004474235,-3.490658503988659,230.0041081383975,84.00176192064089,-2.9197981813208953
66.42997743141373,-37.0118531718287,1.5182876919111707,668.7863033318808,-10.545414296009398,0.3978818877945862
-0.24029834676164746,-0.18008045533017947,-3.490658503988659,254.01400433986282,554.0114259762107,-2.433832166361245
30.412540662213864,7.007921108798263,2.416349019414606,237.07703482769347,354.60604138392296,0.6218115262514939
-0.040994923114059875,-0.26635541722826883,-3.490658503988659,-163.99819551077078,446.0161198676857,-2.4265464608297544
0.11494953143058276,0.002364229979749278,-3.490658503988659,-202.00690690410494,-79.00042737422132,-2.5793786873775737
-0.05451269261842008,-0.3694131760600843,-3.490658503988659,-185.9976382753935,304.0223513713227,-2.236073067122035
-29.353738972764525,-93.65869638375536,-1.1448274239632548,-352.1860879386291,-447.8871430282246,-0.28855116883268206
-1.2201694292959833,-0.4426796122104256,-3.490658503988659,70.07228697781096,541.0296529324108,-1.8377209617729773
15.378134368488443,-11.17707811954452,-3.490658503988659,626.8420319428014,268.7826244861277,-4.993754118671807
12.328032291342307,1.6018228882125807,3.2639790561966597,148.23955018001078,512.9264252281287,0.9783992062510164
-2.533111195271748,-3.2030099653840116,3.1120986833532935,165.19496375028146,-149.78314990588592,1.2687461514787959
-119.79209975141598,171.7672021136368,-0.3573955168546248,-211.61569796125013,377.3529636125455,-0.06866099291534589
-5.318711218885735,-6.028799186629923,1.8195851632939766,47.4137593461013,-137.5770355646552,0.8791585699127022
-37.52286274959719,-12.209122812246463,1.4915726127997884,-207.11711915240687,-403.19139463927047,0.6371957679457783
133.17276893492834,-207.28419920969847,-0.19366489807769968,203.46281910397474,-354.20181277066536,-0.03429557886288048
-5.935285968328021,-3.1740588878030107,3.116811527670425,217.43748646377952,-487.80041723798684,1.2643981485022837
-11.884361872982641,-39.35287474978139,1.4900875487312408,231.02400891203897,-434.0532605535384,0.6378792265223421
-32.98917322767521,31.98971295304024,1.5156855364826582,-328.553043837461,37.44844319570086,0.5229204251891466
0.34420569536343426,2.1836444443868674,3.490658503988659,-326.0343813773579,-34.15388505970458,1.5831083854086707
-0.09324077236156353,-0.02760462947787995,-3.490658503988659,230.00721616414287,84.00268207495685,-2.8034446665509347
94.05341367928779,-48.759928261878855,1.2865530102724416,665.6511895425713,-8.920083353946765,0.3579551569918298
-0.4005578586021402,-0.25416419880227276,-3.490658503988659,254.0273562684829,554.0198981161708,-2.3174972809864336
43.818133540380096,12.14826442149866,1.5206276937394994,235.61643037634747,354.2010992365397,0.5741126162797123
-0.09723018576441425,-0.41449204152012575,-3.490658503988659,-163.99495450457863,446.0299362690697,-2.3102148989044937
0.18134840700986793,-0.010371796125395075,-3.490658503988659,-202.01295185100525,-79.00008164768383,-2.4630405768907004
-0.13115414648098864,-0.575130577399547,-3.490658503988659,-185.9932664705108,304.04152239056936,-2.119772468417602
-42.87096449313369,-126.48133814625027,-1.0349454944220366,-350.757055788858,-443.6710984233496,-0.25728731302745445
-1.9754387957937292,-0.5473848767161907,-3.490658503988659,70.13813493767077,541.0478990949681,-1.7215260066306914
17.40001362595948,-13.716988817400152,-3.490658503988659,626.2620314886028,269.23985744670773,-4.876292946955217
18.667788113001556,3.6607717977862624,1.9307282355998534,147.61729057624405,512.8043995015358,0.9154444045766099
-3.3566631662783686,-4.985845887958473,3.162722418289461,165.30685252249074,-149.61695504295398,1.1644918005094054
-140.15510715362478,204.2678290314763,-0.32462116296035753,-206.94386105612932,370.544035978163,-0.05981474041041812
-6.994016100695382,-8.799962349150448,2.8711465045545763,47.64689321612448,-137.2837034863502,0.7862053634192501
-49.99314080541471,-18.538333545525454,2.171901412160124,-205.45068112555975,-402.573450187753,0.5680758855996104
153.09652081607518,-240.4290371284443,-0.1748719810083476,198.3596017434389,-346.1875115330505,-0.029672552265052943
-8.347425827841993,-5.323698264691815,3.137177037779326,217.71573399137424,-487.6229606291638,1.1606290659307867
-13.884184146918557,-53.76523936736713,2.17318388812671,231.48681505026957,-432.26108590795945,0.5685863026450138
-45.613254829666374,41.075966778238765,1.7662116543440958,-327.0326020098055,36.07924430309288,0.4684684358980542
0.2417660194218509,3.2827904815575115,3.490658503988659,-326.0424402446719,-34.26331140908985,1.4671947010276305
-0.13561862042078535,-0.02810819391261688,-3.490658503988659,230.01173678482357,84.0036190147539,-2.687094036717026
122.92472482998423,-59.236045227722116,1.2497103322073149,661.5536987149051,-6.9455485130227,0.3197475442689184
-0.6261363235586945,-0.3280605917887409,-3.490658503988659,254.04822747926818,554.0308334692304,-2.2011751749056234
